,molecule_name,potential_energy
2587,dsgdb9nsd_002653,-340.731285
2588,dsgdb9nsd_002654,-361.8164149
2589,dsgdb9nsd_002655,-307.3646974
2590,dsgdb9nsd_002656,-271.4748382
2591,dsgdb9nsd_002657,-271.4467524
2592,dsgdb9nsd_002658,-287.543992
2593,dsgdb9nsd_002659,-307.3372938
2594,dsgdb9nsd_002660,-323.4339798
2595,dsgdb9nsd_002661,-308.6286827
2596,dsgdb9nsd_002662,-344.5222257
2597,dsgdb9nsd_002663,-324.6390178
2598,dsgdb9nsd_002664,-340.736764
2599,dsgdb9nsd_002665,-341.9919105
2600,dsgdb9nsd_002666,-361.845826
2601,dsgdb9nsd_002667,-361.8182802
2602,dsgdb9nsd_002668,-271.4622379
2603,dsgdb9nsd_002669,-287.5532602
2604,dsgdb9nsd_002670,-307.3435397
2605,dsgdb9nsd_002671,-323.4328527
2606,dsgdb9nsd_002672,-307.3587034
2607,dsgdb9nsd_002673,-323.4491846
2608,dsgdb9nsd_002674,-308.6282097
2609,dsgdb9nsd_002675,-344.5098672
2610,dsgdb9nsd_002676,-344.5244624
2611,dsgdb9nsd_002677,-309.8402973
2612,dsgdb9nsd_002678,-309.8266145
2613,dsgdb9nsd_002679,-273.9433677
2614,dsgdb9nsd_002680,-309.83445
2615,dsgdb9nsd_002681,-345.7172857
2616,dsgdb9nsd_002682,-345.7312947
2617,dsgdb9nsd_002683,-327.1294344
2618,dsgdb9nsd_002684,-327.1348763
2619,dsgdb9nsd_002685,-363.0343495
2620,dsgdb9nsd_002686,-309.8394934
2621,dsgdb9nsd_002687,-273.9435531
2622,dsgdb9nsd_002688,-309.831971
2623,dsgdb9nsd_002689,-309.8328994
2624,dsgdb9nsd_002690,-327.1355366
2625,dsgdb9nsd_002691,-363.034904
2626,dsgdb9nsd_002692,-273.9327085
2627,dsgdb9nsd_002694,-306.0528453
2628,dsgdb9nsd_002695,-309.81992
2629,dsgdb9nsd_002696,-325.9157943
2630,dsgdb9nsd_002697,-309.8269198
2631,dsgdb9nsd_002698,-325.9248077
2632,dsgdb9nsd_002699,-309.8209601
2633,dsgdb9nsd_002700,-325.9192888
2634,dsgdb9nsd_002701,-309.8291565
2635,dsgdb9nsd_002702,-325.9278632
2636,dsgdb9nsd_002703,-341.9518877
2637,dsgdb9nsd_002704,-345.7198196
2638,dsgdb9nsd_002705,-361.8146475
2639,dsgdb9nsd_002706,-311.1102073
2640,dsgdb9nsd_002707,-327.1726562
2641,dsgdb9nsd_002708,-347.0315723
2642,dsgdb9nsd_002709,-347.0007175
2643,dsgdb9nsd_002710,-347.0028619
2644,dsgdb9nsd_002711,-346.9988072
2645,dsgdb9nsd_002712,-363.0641611
2646,dsgdb9nsd_002713,-363.0296167
2647,dsgdb9nsd_002714,-382.9212738
2648,dsgdb9nsd_002715,-347.0064557
2649,dsgdb9nsd_002716,-363.0684926
2650,dsgdb9nsd_002717,-363.0348924
2651,dsgdb9nsd_002718,-382.926578
2652,dsgdb9nsd_002719,-382.8996984
2653,dsgdb9nsd_002720,-276.4232997
2654,dsgdb9nsd_002721,-312.3199042
2655,dsgdb9nsd_002722,-312.3124394
2656,dsgdb9nsd_002723,-312.3175302
2657,dsgdb9nsd_002724,-312.3175452
2658,dsgdb9nsd_002725,-348.2177479
2659,dsgdb9nsd_002726,-348.2131799
2660,dsgdb9nsd_002727,-348.2050066
2661,dsgdb9nsd_002728,-348.2090651
2662,dsgdb9nsd_002729,-348.2005701
2663,dsgdb9nsd_002730,-348.2163669
2664,dsgdb9nsd_002731,-384.1170571
2665,dsgdb9nsd_002732,-323.4228869
2666,dsgdb9nsd_002733,-339.5171587
2667,dsgdb9nsd_002734,-307.3902175
2668,dsgdb9nsd_002735,-323.4860349
2669,dsgdb9nsd_002736,-323.4124877
2670,dsgdb9nsd_002737,-339.50696
2671,dsgdb9nsd_002738,-343.2786239
2672,dsgdb9nsd_002739,-359.3706474
2673,dsgdb9nsd_002740,-323.4489473
2674,dsgdb9nsd_002741,-339.5442241
2675,dsgdb9nsd_002742,-343.3157766
2676,dsgdb9nsd_002743,-359.4086763
2677,dsgdb9nsd_002744,-340.7580212
2678,dsgdb9nsd_002745,-360.603439
2679,dsgdb9nsd_002746,-340.7570124
2680,dsgdb9nsd_002747,-360.6292418
2681,dsgdb9nsd_002748,-380.4955187
2682,dsgdb9nsd_002749,-360.6430393
2683,dsgdb9nsd_002750,-272.6919899
2684,dsgdb9nsd_002751,-288.790783
2685,dsgdb9nsd_002752,-304.8157238
2686,dsgdb9nsd_002753,-308.5860035
2687,dsgdb9nsd_002754,-324.6816349
2688,dsgdb9nsd_002755,-308.5905238
2689,dsgdb9nsd_002756,-324.6873036
2690,dsgdb9nsd_002757,-304.8118477
2691,dsgdb9nsd_002758,-320.8506765
2692,dsgdb9nsd_002759,-340.7172139
2693,dsgdb9nsd_002760,-308.5967959
2694,dsgdb9nsd_002761,-324.6940379
2695,dsgdb9nsd_002762,-340.7154302
2696,dsgdb9nsd_002763,-344.4825676
2697,dsgdb9nsd_002764,-360.5802012
2698,dsgdb9nsd_002765,-309.8680316
2699,dsgdb9nsd_002766,-325.9300616
2700,dsgdb9nsd_002767,-345.7620614
2701,dsgdb9nsd_002768,-345.766055
2702,dsgdb9nsd_002769,-325.8938663
2703,dsgdb9nsd_002770,-345.7692587
2704,dsgdb9nsd_002771,-361.7965331
2705,dsgdb9nsd_002772,-381.6662456
2706,dsgdb9nsd_002773,-325.9122217
2707,dsgdb9nsd_002774,-341.9442206
2708,dsgdb9nsd_002775,-361.8088155
2709,dsgdb9nsd_002776,-309.8834112
2710,dsgdb9nsd_002777,-325.9429918
2711,dsgdb9nsd_002778,-325.9190048
2712,dsgdb9nsd_002779,-345.8117576
2713,dsgdb9nsd_002780,-325.9099011
2714,dsgdb9nsd_002781,-345.7775424
2715,dsgdb9nsd_002782,-325.942568
2716,dsgdb9nsd_002783,-341.9401646
2717,dsgdb9nsd_002784,-361.8323032
2718,dsgdb9nsd_002785,-345.7704231
2719,dsgdb9nsd_002786,-361.8292112
2720,dsgdb9nsd_002787,-361.8052304
2721,dsgdb9nsd_002788,-381.6964278
2722,dsgdb9nsd_002789,-345.7835906
2723,dsgdb9nsd_002790,-361.8430178
2724,dsgdb9nsd_002791,-361.8194631
2725,dsgdb9nsd_002792,-381.7099709
2726,dsgdb9nsd_002793,-361.8084141
2727,dsgdb9nsd_002794,-381.6746487
2728,dsgdb9nsd_002795,-311.076825
2729,dsgdb9nsd_002796,-346.9795564
2730,dsgdb9nsd_002797,-346.9768154
2731,dsgdb9nsd_002798,-275.1798432
2732,dsgdb9nsd_002799,-311.0820313
2733,dsgdb9nsd_002800,-311.0801392
2734,dsgdb9nsd_002801,-311.0806792
2735,dsgdb9nsd_002802,-346.9807582
2736,dsgdb9nsd_002803,-311.0737284
2737,dsgdb9nsd_002804,-346.9776465
2738,dsgdb9nsd_002805,-346.9717522
2739,dsgdb9nsd_002806,-346.9794448
2740,dsgdb9nsd_002807,-382.8794906
2741,dsgdb9nsd_002808,-270.1990475
2742,dsgdb9nsd_002809,-286.2955971
2743,dsgdb9nsd_002810,-286.2223164
2744,dsgdb9nsd_002811,-302.3170465
2745,dsgdb9nsd_002812,-306.0905916
2746,dsgdb9nsd_002813,-322.1831575
2747,dsgdb9nsd_002814,-302.3886935
2748,dsgdb9nsd_002815,-318.4082294
2749,dsgdb9nsd_002816,-338.2718133
2750,dsgdb9nsd_002817,-307.3801803
2751,dsgdb9nsd_002818,-323.4753861
2752,dsgdb9nsd_002819,-323.4042632
2753,dsgdb9nsd_002820,-339.4975714
2754,dsgdb9nsd_002821,-343.2708548
2755,dsgdb9nsd_002822,-359.3616909
2756,dsgdb9nsd_002823,-323.4168712
2757,dsgdb9nsd_002824,-339.5092436
2758,dsgdb9nsd_002825,-344.5581972
2759,dsgdb9nsd_002826,-360.5962955
2760,dsgdb9nsd_002827,-360.5837685
2761,dsgdb9nsd_002828,-380.4465985
2762,dsgdb9nsd_002829,-272.6907392
2763,dsgdb9nsd_002830,-288.7892597
2764,dsgdb9nsd_002831,-288.7187161
2765,dsgdb9nsd_002832,-304.8152249
2766,dsgdb9nsd_002833,-308.5882913
2767,dsgdb9nsd_002834,-324.6825532
2768,dsgdb9nsd_002835,-288.7114869
2769,dsgdb9nsd_002836,-304.8079183
2770,dsgdb9nsd_002837,-308.5784666
2771,dsgdb9nsd_002838,-324.6766034
2772,dsgdb9nsd_002839,-308.5863898
2773,dsgdb9nsd_002840,-324.6876283
2774,dsgdb9nsd_002841,-324.616928
2775,dsgdb9nsd_002842,-340.7123192
2776,dsgdb9nsd_002843,-344.4849765
2777,dsgdb9nsd_002844,-360.5781372
2778,dsgdb9nsd_002845,-309.87015
2779,dsgdb9nsd_002846,-325.9108023
2780,dsgdb9nsd_002847,-325.8990057
2781,dsgdb9nsd_002848,-345.7667612
2782,dsgdb9nsd_002849,-325.8892356
2783,dsgdb9nsd_002850,-345.7598056
2784,dsgdb9nsd_002851,-345.7656128
2785,dsgdb9nsd_002852,-361.8075444
2786,dsgdb9nsd_002853,-361.7965397
2787,dsgdb9nsd_002854,-381.6629512
2788,dsgdb9nsd_002855,-275.1774805
2789,dsgdb9nsd_002856,-311.0733451
2790,dsgdb9nsd_002857,-311.0675192
2791,dsgdb9nsd_002858,-291.2001747
2792,dsgdb9nsd_002859,-327.1094113
2793,dsgdb9nsd_002860,-311.0815323
2794,dsgdb9nsd_002861,-346.9788155
2795,dsgdb9nsd_002862,-327.0964284
2796,dsgdb9nsd_002863,-346.963546
2797,dsgdb9nsd_002864,-346.9510565
2798,dsgdb9nsd_002865,-346.9690125
2799,dsgdb9nsd_002866,-363.0075925
2800,dsgdb9nsd_002867,-382.8756227
2801,dsgdb9nsd_002868,-271.4977272
2802,dsgdb9nsd_002869,-307.3888011
2803,dsgdb9nsd_002870,-323.4434977
2804,dsgdb9nsd_002871,-287.5937863
2805,dsgdb9nsd_002872,-323.4825921
2806,dsgdb9nsd_002873,-319.668692
2807,dsgdb9nsd_002874,-339.5329082
2808,dsgdb9nsd_002875,-271.4871077
2809,dsgdb9nsd_002876,-323.4391181
2810,dsgdb9nsd_002877,-287.5858607
2811,dsgdb9nsd_002878,-319.6678754
2812,dsgdb9nsd_002879,-339.5326361
2813,dsgdb9nsd_002880,-271.4861909
2814,dsgdb9nsd_002881,-323.437777
2815,dsgdb9nsd_002882,-307.3770536
2816,dsgdb9nsd_002883,-287.5848835
2817,dsgdb9nsd_002884,-319.6677272
2818,dsgdb9nsd_002885,-303.6074113
2819,dsgdb9nsd_002886,-323.4733962
2820,dsgdb9nsd_002887,-272.7185843
2821,dsgdb9nsd_002888,-308.6122076
2822,dsgdb9nsd_002889,-308.6129371
2823,dsgdb9nsd_002890,-344.5098619
2824,dsgdb9nsd_002891,-344.5092032
2825,dsgdb9nsd_002892,-288.8175492
2826,dsgdb9nsd_002893,-304.8441475
2827,dsgdb9nsd_002894,-324.7093189
2828,dsgdb9nsd_002895,-324.7105004
2829,dsgdb9nsd_002896,-360.6046356
2830,dsgdb9nsd_002897,-360.6039785
2831,dsgdb9nsd_002898,-308.6771485
2832,dsgdb9nsd_002899,-344.5667144
2833,dsgdb9nsd_002900,-324.7181176
2834,dsgdb9nsd_002901,-340.7591076
2835,dsgdb9nsd_002902,-360.6171554
2836,dsgdb9nsd_002903,-308.6656233
2837,dsgdb9nsd_002904,-360.6167091
2838,dsgdb9nsd_002905,-324.7238538
2839,dsgdb9nsd_002906,-308.6656948
2840,dsgdb9nsd_002907,-360.6205202
2841,dsgdb9nsd_002908,-344.556124
2842,dsgdb9nsd_002909,-324.7272566
2843,dsgdb9nsd_002910,-340.7750592
2844,dsgdb9nsd_002911,-309.8938238
2845,dsgdb9nsd_002912,-345.791046
2846,dsgdb9nsd_002913,-345.7915774
2847,dsgdb9nsd_002914,-381.6868935
2848,dsgdb9nsd_002915,-381.6886246
2849,dsgdb9nsd_002916,-325.9572795
2850,dsgdb9nsd_002917,-320.8901663
2851,dsgdb9nsd_002918,-324.7090186
2852,dsgdb9nsd_002919,-325.936684
2853,dsgdb9nsd_002920,-361.8312264
2854,dsgdb9nsd_002921,-273.9823545
2855,dsgdb9nsd_002922,-309.8749033
2856,dsgdb9nsd_002923,-325.9426572
2857,dsgdb9nsd_002924,-341.976482
2858,dsgdb9nsd_002925,-309.8782746
2859,dsgdb9nsd_002926,-345.7702342
2860,dsgdb9nsd_002927,-361.8404238
2861,dsgdb9nsd_002928,-273.9770459
2862,dsgdb9nsd_002929,-325.9373506
2863,dsgdb9nsd_002930,-309.8683766
2864,dsgdb9nsd_002931,-361.8353001
2865,dsgdb9nsd_002932,-309.8751873
2866,dsgdb9nsd_002933,-361.8358024
2867,dsgdb9nsd_002934,-273.9770603
2868,dsgdb9nsd_002935,-325.9349918
2869,dsgdb9nsd_002936,-309.8750317
2870,dsgdb9nsd_002937,-309.8681889
2871,dsgdb9nsd_002938,-345.7734542
2872,dsgdb9nsd_002939,-309.8752699
2873,dsgdb9nsd_002940,-361.8354003
2874,dsgdb9nsd_002941,-345.7749175
2875,dsgdb9nsd_002942,-275.2079952
2876,dsgdb9nsd_002943,-311.1087598
2877,dsgdb9nsd_002944,-311.1033155
2878,dsgdb9nsd_002945,-347.0068807
2879,dsgdb9nsd_002946,-347.0106541
2880,dsgdb9nsd_002947,-311.1000914
2881,dsgdb9nsd_002948,-347.0097158
2882,dsgdb9nsd_002949,-346.9943432
2883,dsgdb9nsd_002950,-311.1057551
2884,dsgdb9nsd_002951,-347.0090942
2885,dsgdb9nsd_002952,-347.0019665
2886,dsgdb9nsd_002953,-382.9057634
2887,dsgdb9nsd_002954,-382.9090646
2888,dsgdb9nsd_002955,-319.623955
2889,dsgdb9nsd_002956,-307.385835
2890,dsgdb9nsd_002957,-323.413984
2891,dsgdb9nsd_002958,-343.2755151
2892,dsgdb9nsd_002959,-323.4191375
2893,dsgdb9nsd_002960,-323.4760052
2894,dsgdb9nsd_002961,-339.5020996
2895,dsgdb9nsd_002962,-359.3638179
2896,dsgdb9nsd_002963,-339.5095174
2897,dsgdb9nsd_002964,-340.7131483
2898,dsgdb9nsd_002965,-344.5546156
2899,dsgdb9nsd_002966,-360.5892047
2900,dsgdb9nsd_002967,-380.4482205
2901,dsgdb9nsd_002968,-360.5960968
2902,dsgdb9nsd_002969,-272.6861321
2903,dsgdb9nsd_002970,-308.5834401
2904,dsgdb9nsd_002971,-288.7069818
2905,dsgdb9nsd_002972,-288.7851423
2906,dsgdb9nsd_002973,-304.8131733
2907,dsgdb9nsd_002974,-324.6811183
2908,dsgdb9nsd_002975,-304.8044102
2909,dsgdb9nsd_002976,-304.8141109
2910,dsgdb9nsd_002977,-320.8403755
2911,dsgdb9nsd_002978,-340.7129743
2912,dsgdb9nsd_002979,-308.584528
2913,dsgdb9nsd_002980,-324.6145774
2914,dsgdb9nsd_002981,-344.4796492
2915,dsgdb9nsd_002982,-324.6804955
2916,dsgdb9nsd_002983,-340.7088703
2917,dsgdb9nsd_002984,-360.5739297
2918,dsgdb9nsd_002985,-309.8645307
2919,dsgdb9nsd_002986,-325.8892717
2920,dsgdb9nsd_002987,-345.7609718
2921,dsgdb9nsd_002988,-325.887073
2922,dsgdb9nsd_002989,-325.9209225
2923,dsgdb9nsd_002990,-345.7707989
2924,dsgdb9nsd_002991,-361.8005452
2925,dsgdb9nsd_002992,-381.6661686
2926,dsgdb9nsd_002993,-309.8833092
2927,dsgdb9nsd_002994,-325.9121142
2928,dsgdb9nsd_002995,-345.7737601
2929,dsgdb9nsd_002996,-325.9172236
2930,dsgdb9nsd_002997,-325.9384508
2931,dsgdb9nsd_002998,-341.9681356
2932,dsgdb9nsd_002999,-361.8333082
2933,dsgdb9nsd_003000,-341.9678531
2934,dsgdb9nsd_003001,-345.8035806
2935,dsgdb9nsd_003002,-361.8315345
2936,dsgdb9nsd_003003,-381.6918827
2937,dsgdb9nsd_003004,-361.8309568
2938,dsgdb9nsd_003005,-345.7732256
2939,dsgdb9nsd_003006,-361.8113853
2940,dsgdb9nsd_003007,-381.672994
2941,dsgdb9nsd_003008,-361.8171139
2942,dsgdb9nsd_003009,-311.0749866
2943,dsgdb9nsd_003010,-346.9737454
2944,dsgdb9nsd_003011,-327.1032278
2945,dsgdb9nsd_003012,-275.1764374
2946,dsgdb9nsd_003013,-311.0738867
2947,dsgdb9nsd_003014,-291.2002667
2948,dsgdb9nsd_003015,-311.0792742
2949,dsgdb9nsd_003016,-327.1081851
2950,dsgdb9nsd_003017,-346.981689
2951,dsgdb9nsd_003018,-311.0689788
2952,dsgdb9nsd_003019,-327.0997102
2953,dsgdb9nsd_003020,-346.9656449
2954,dsgdb9nsd_003021,-346.9802887
2955,dsgdb9nsd_003022,-363.0109355
2956,dsgdb9nsd_003023,-382.8817114
2957,dsgdb9nsd_003024,-270.2176673
2958,dsgdb9nsd_003025,-286.2442105
2959,dsgdb9nsd_003026,-306.1087788
2960,dsgdb9nsd_003027,-286.308824
2961,dsgdb9nsd_003028,-302.3336292
2962,dsgdb9nsd_003029,-322.1971139
2963,dsgdb9nsd_003030,-272.6864069
2964,dsgdb9nsd_003031,-308.5847744
2965,dsgdb9nsd_003032,-288.7084202
2966,dsgdb9nsd_003033,-308.5725724
2967,dsgdb9nsd_003034,-288.7852952
2968,dsgdb9nsd_003035,-304.813029
2969,dsgdb9nsd_003036,-324.6829734
2970,dsgdb9nsd_003037,-304.8067483
2971,dsgdb9nsd_003038,-304.8049366
2972,dsgdb9nsd_003039,-324.669215
2973,dsgdb9nsd_003040,-307.3845983
2974,dsgdb9nsd_003041,-323.4101535
2975,dsgdb9nsd_003042,-343.2742563
2976,dsgdb9nsd_003043,-341.9201454
2977,dsgdb9nsd_003044,-361.7906155
2978,dsgdb9nsd_003045,-309.8637034
2979,dsgdb9nsd_003046,-345.7621319
2980,dsgdb9nsd_003047,-325.8850473
2981,dsgdb9nsd_003048,-345.7528521
2982,dsgdb9nsd_003049,-325.9268195
2983,dsgdb9nsd_003050,-341.9546315
2984,dsgdb9nsd_003051,-361.8251534
2985,dsgdb9nsd_003052,-345.7850866
2986,dsgdb9nsd_003053,-361.8117777
2987,dsgdb9nsd_003054,-381.681339
2988,dsgdb9nsd_003055,-272.6962104
2989,dsgdb9nsd_003056,-288.7247233
2990,dsgdb9nsd_003057,-308.5938363
2991,dsgdb9nsd_003058,-288.7167785
2992,dsgdb9nsd_003059,-325.8874631
2993,dsgdb9nsd_003060,-272.6983518
2994,dsgdb9nsd_003061,-288.7262324
2995,dsgdb9nsd_003062,-308.5920564
2996,dsgdb9nsd_003063,-308.5896492
2997,dsgdb9nsd_003064,-324.6204605
2998,dsgdb9nsd_003065,-344.4859006
2999,dsgdb9nsd_003066,-325.8889567
3000,dsgdb9nsd_003067,-275.1768353
3001,dsgdb9nsd_003068,-311.0758783
3002,dsgdb9nsd_003069,-291.1988479
3003,dsgdb9nsd_003070,-311.0699127
3004,dsgdb9nsd_003071,-311.0707218
3005,dsgdb9nsd_003072,-327.0989425
3006,dsgdb9nsd_003073,-346.9673802
3007,dsgdb9nsd_003074,-311.0660592
3008,dsgdb9nsd_003075,-346.9646289
3009,dsgdb9nsd_003076,-327.0870954
3010,dsgdb9nsd_003077,-311.0733344
3011,dsgdb9nsd_003078,-346.9720689
3012,dsgdb9nsd_003079,-327.0948121
3013,dsgdb9nsd_003080,-346.9698576
3014,dsgdb9nsd_003081,-288.7107151
3015,dsgdb9nsd_003082,-304.8074915
3016,dsgdb9nsd_003083,-272.6918301
3017,dsgdb9nsd_003084,-288.7906544
3018,dsgdb9nsd_003085,-308.5919726
3019,dsgdb9nsd_003086,-324.6893715
3020,dsgdb9nsd_003087,-320.8577785
3021,dsgdb9nsd_003088,-340.7225299
3022,dsgdb9nsd_003089,-344.4913478
3023,dsgdb9nsd_003090,-360.5876359
3024,dsgdb9nsd_003091,-309.8687315
3025,dsgdb9nsd_003092,-325.9138191
3026,dsgdb9nsd_003093,-325.8896293
3027,dsgdb9nsd_003094,-345.7689648
3028,dsgdb9nsd_003095,-381.6653928
3029,dsgdb9nsd_003096,-311.072686
3030,dsgdb9nsd_003097,-327.0926232
3031,dsgdb9nsd_003098,-346.9773675
3032,dsgdb9nsd_003099,-275.1762308
3033,dsgdb9nsd_003100,-311.0771623
3034,dsgdb9nsd_003101,-291.1968998
3035,dsgdb9nsd_003102,-346.9776156
3036,dsgdb9nsd_003103,-291.1997993
3037,dsgdb9nsd_003104,-311.0674386
3038,dsgdb9nsd_003105,-346.9663079
3039,dsgdb9nsd_003106,-382.867772
3040,dsgdb9nsd_003107,-382.8757332
3041,dsgdb9nsd_003108,-271.4481045
3042,dsgdb9nsd_003109,-307.3353324
3043,dsgdb9nsd_003110,-307.3363031
3044,dsgdb9nsd_003111,-287.4765864
3045,dsgdb9nsd_003112,-307.3437554
3046,dsgdb9nsd_003113,-287.4714195
3047,dsgdb9nsd_003114,-287.5459371
3048,dsgdb9nsd_003115,-303.5679489
3049,dsgdb9nsd_003116,-323.4292525
3050,dsgdb9nsd_003117,-303.565934
3051,dsgdb9nsd_003118,-323.4322089
3052,dsgdb9nsd_003119,-303.5725323
3053,dsgdb9nsd_003120,-323.4372394
3054,dsgdb9nsd_003121,-303.5664616
3055,dsgdb9nsd_003122,-308.6302823
3056,dsgdb9nsd_003123,-344.5149522
3057,dsgdb9nsd_003124,-344.5172832
3058,dsgdb9nsd_003125,-324.6595646
3059,dsgdb9nsd_003126,-344.5195316
3060,dsgdb9nsd_003127,-324.6524342
3061,dsgdb9nsd_003128,-273.9354052
3062,dsgdb9nsd_003129,-309.8290737
3063,dsgdb9nsd_003130,-309.8244659
3064,dsgdb9nsd_003131,-309.8375307
3065,dsgdb9nsd_003132,-309.8246373
3066,dsgdb9nsd_003133,-345.7114715
3067,dsgdb9nsd_003134,-309.8334612
3068,dsgdb9nsd_003135,-345.7241039
3069,dsgdb9nsd_003136,-345.7220441
3070,dsgdb9nsd_003137,-325.8671183
3071,dsgdb9nsd_003138,-345.7348015
3072,dsgdb9nsd_003139,-325.8593673
3073,dsgdb9nsd_003140,-340.6966386
3074,dsgdb9nsd_003141,-324.6735707
3075,dsgdb9nsd_003142,-340.703182
3076,dsgdb9nsd_003143,-360.5667452
3077,dsgdb9nsd_003144,-308.6419825
3078,dsgdb9nsd_003145,-324.6710724
3079,dsgdb9nsd_003146,-344.5346542
3080,dsgdb9nsd_003147,-324.6657119
3081,dsgdb9nsd_003148,-344.5322428
3082,dsgdb9nsd_003149,-324.6969992
3083,dsgdb9nsd_003150,-340.7265913
3084,dsgdb9nsd_003151,-360.5905875
3085,dsgdb9nsd_003152,-344.5665927
3086,dsgdb9nsd_003153,-360.5947809
3087,dsgdb9nsd_003154,-380.457991
3088,dsgdb9nsd_003155,-273.9363996
3089,dsgdb9nsd_003156,-309.8396096
3090,dsgdb9nsd_003157,-309.8339189
3091,dsgdb9nsd_003158,-309.8347722
3092,dsgdb9nsd_003159,-325.8650487
3093,dsgdb9nsd_003160,-345.7350522
3094,dsgdb9nsd_003161,-309.8400726
3095,dsgdb9nsd_003162,-325.8713025
3096,dsgdb9nsd_003163,-345.7398968
3097,dsgdb9nsd_003164,-345.7328102
3098,dsgdb9nsd_003165,-272.7323479
3099,dsgdb9nsd_003166,-324.6881261
3100,dsgdb9nsd_003167,-308.6347325
3101,dsgdb9nsd_003168,-272.7343916
3102,dsgdb9nsd_003169,-324.6900751
3103,dsgdb9nsd_003170,-308.6289816
3104,dsgdb9nsd_003171,-288.7664019
3105,dsgdb9nsd_003172,-308.6367753
3106,dsgdb9nsd_003173,-273.9636194
3107,dsgdb9nsd_003174,-309.8607757
3108,dsgdb9nsd_003175,-309.8575365
3109,dsgdb9nsd_003176,-345.7580507
3110,dsgdb9nsd_003177,-325.8874393
3111,dsgdb9nsd_003178,-309.8665379
3112,dsgdb9nsd_003179,-345.7583346
3113,dsgdb9nsd_003180,-273.9311519
3114,dsgdb9nsd_003181,-309.8337508
3115,dsgdb9nsd_003182,-289.95362
3116,dsgdb9nsd_003183,-305.9910366
3117,dsgdb9nsd_003184,-325.8623217
3118,dsgdb9nsd_003185,-309.8373191
3119,dsgdb9nsd_003186,-325.865911
3120,dsgdb9nsd_003187,-345.7323328
3121,dsgdb9nsd_003188,-309.8344407
3122,dsgdb9nsd_003189,-325.8638174
3123,dsgdb9nsd_003190,-345.7320823
3124,dsgdb9nsd_003191,-271.4974223
3125,dsgdb9nsd_003192,-307.3856482
3126,dsgdb9nsd_003193,-272.7479587
3127,dsgdb9nsd_003194,-308.6448297
3128,dsgdb9nsd_003195,-308.6412363
3129,dsgdb9nsd_003196,-344.5408226
3130,dsgdb9nsd_003197,-309.8861355
3131,dsgdb9nsd_003198,-273.9896199
3132,dsgdb9nsd_003199,-309.8915484
3133,dsgdb9nsd_003200,-345.7918767
3134,dsgdb9nsd_003201,-345.7884453
3135,dsgdb9nsd_003202,-345.7797956
3136,dsgdb9nsd_003203,-308.6371579
3137,dsgdb9nsd_003204,-324.6717329
3138,dsgdb9nsd_003205,-324.6588378
3139,dsgdb9nsd_003206,-344.5270179
3140,dsgdb9nsd_003207,-324.6612576
3141,dsgdb9nsd_003208,-324.6803185
3142,dsgdb9nsd_003209,-344.536331
3143,dsgdb9nsd_003210,-340.6809247
3144,dsgdb9nsd_003211,-360.5687884
3145,dsgdb9nsd_003212,-360.5586155
3146,dsgdb9nsd_003213,-380.4203136
3147,dsgdb9nsd_003214,-325.8622115
3148,dsgdb9nsd_003215,-273.9323967
3149,dsgdb9nsd_003216,-309.8361667
3150,dsgdb9nsd_003217,-325.868077
3151,dsgdb9nsd_003218,-309.8328749
3152,dsgdb9nsd_003219,-345.7373585
3153,dsgdb9nsd_003220,-345.7426183
3154,dsgdb9nsd_003221,-361.7703932
3155,dsgdb9nsd_003222,-381.6373683
3156,dsgdb9nsd_003223,-272.6632524
3157,dsgdb9nsd_003224,-288.6923542
3158,dsgdb9nsd_003225,-288.6917745
3159,dsgdb9nsd_003226,-308.5641676
3160,dsgdb9nsd_003227,-288.6900712
3161,dsgdb9nsd_003228,-288.6924868
3162,dsgdb9nsd_003229,-288.6941987
3163,dsgdb9nsd_003230,-304.7116926
3164,dsgdb9nsd_003231,-324.5839561
3165,dsgdb9nsd_003232,-308.5690573
3166,dsgdb9nsd_003233,-324.5864596
3167,dsgdb9nsd_003234,-344.457178
3168,dsgdb9nsd_003235,-308.5609175
3169,dsgdb9nsd_003236,-324.5891667
3170,dsgdb9nsd_003237,-344.4608632
3171,dsgdb9nsd_003238,-324.5869097
3172,dsgdb9nsd_003239,-273.930521
3173,dsgdb9nsd_003240,-309.8287763
3174,dsgdb9nsd_003241,-289.9517321
3175,dsgdb9nsd_003242,-305.9803256
3176,dsgdb9nsd_003243,-345.7277923
3177,dsgdb9nsd_003244,-325.8508476
3178,dsgdb9nsd_003245,-309.8222995
3179,dsgdb9nsd_003246,-272.6859506
3180,dsgdb9nsd_003247,-288.7111675
3181,dsgdb9nsd_003248,-308.5823954
3182,dsgdb9nsd_003249,-288.7110208
3183,dsgdb9nsd_003250,-308.5773088
3184,dsgdb9nsd_003251,-304.7410621
3185,dsgdb9nsd_003252,-324.6116695
3186,dsgdb9nsd_003253,-304.7408732
3187,dsgdb9nsd_003254,-308.589161
3188,dsgdb9nsd_003255,-324.6116852
3189,dsgdb9nsd_003256,-344.4814852
3190,dsgdb9nsd_003257,-324.610889
3191,dsgdb9nsd_003258,-271.5294828
3192,dsgdb9nsd_003259,-272.7517629
3193,dsgdb9nsd_003260,-308.6414266
3194,dsgdb9nsd_003261,-272.7425452
3195,dsgdb9nsd_003262,-324.6859341
3196,dsgdb9nsd_003263,-309.8713863
